name,state,office,party,incumbent,campaign_website,profile_url
Jerry Carl,Alabama,U.S. House Alabama District 1,Republican,True,https://www.facebook.com/JerryCarlForCongress,https://ballotpedia.org/Jerry_Carl
Shane Weaver,Alabama,U.S. House Alabama District 4,Democratic,True,https://www.facebook.com/weaverforuscongress,https://ballotpedia.org/Shane_Weaver
Dale Strong,Alabama,U.S. House Alabama District 5,Republican,True,https://www.facebook.com/strongforalabama/,https://ballotpedia.org/Dale_Strong
Joseph Terry,Alabama,U.S. House Alabama District 5,Republican,True,,https://ballotpedia.org/Joseph_Terry
Jeremy Devito,Alabama,U.S. House Alabama District 5,Democratic,True,https://www.facebook.com/profile.php?id=61574570588408,https://ballotpedia.org/Jeremy_Devito
Candice Duvieilh,Alabama,U.S. House Alabama District 5,Democratic,True,https://www.facebook.com/CandiceDuvieilhforCongress,https://ballotpedia.org/Candice_Duvieilh
Greg Howard,Alabama,U.S. House Alabama District 5,Democratic,True,https://www.facebook.com/greghowardjr1,https://ballotpedia.org/Greg_Howard_(Alabama)
Andrew Sneed,Alabama,U.S. House Alabama District 5,Democratic,True,https://www.facebook.com/andrewsneedforcongress,https://ballotpedia.org/Andrew_Sneed
John Mills,Alabama,U.S. House Alabama District 1,Republican,True,#cite_note-3,https://ballotpedia.org/John_Mills_(Alabama)
Terri LaPoint,Alabama,U.S. House Alabama District 3,Republican,True,https://www.facebook.com/profile.php?id=61575008954961,https://ballotpedia.org/Terri_LaPoint
James Richardson,Alabama,U.S. House Alabama District 1,Republican,True,#cite_note-3,https://ballotpedia.org/James_Richardson_(Alabama)
Clyde Jones,Alabama,U.S. House Alabama District 1,Democratic,True,https://www.facebook.com/ClydeJonesForCongress/,https://ballotpedia.org/Clyde_W._Jones_Jr._(Alabama_congressional_candidate)
Austin Sidwell,Alabama,U.S. House Alabama District 1,Republican,True,https://www.facebook.com/sidwellforcongress,https://ballotpedia.org/Austin_Sidwell
Joshua McKee,Alabama,U.S. House Alabama District 2,Republican,True,https://www.facebook.com/profile.php?id=61578959412237,https://ballotpedia.org/Joshua_McKee
Lee McInnis,Alabama,U.S. House Alabama District 3,Democratic,True,https://www.facebook.com/profile.php?id=61581116092600,https://ballotpedia.org/Lee_McInnis
Amanda Pusczek,Alabama,U.S. House Alabama District 5,Democratic,True,https://www.facebook.com/AmandaforAlabama/,https://ballotpedia.org/Amanda_Pusczek
Draic Coakley,Alabama,U.S. House Alabama District 3,Republican,True,https://www.facebook.com/realdraiccoakley/,https://ballotpedia.org/Draic_Coakley
Tommy Barnes,Alabama,U.S. House Alabama District 4,Republican,True,https://algop.org/qualified-2026-republican-candidates/,https://ballotpedia.org/Tommy_Barnes
James Dees,Alabama,U.S. House Alabama District 1,Republican,True,https://x.com/Dees4Congress,https://ballotpedia.org/James_Dees
Keith Pilkington,Alabama,U.S. House Alabama District 6,Democratic,True,https://www.facebook.com/people/Keith-Pilkington-for-Congress/61579970312126,https://ballotpedia.org/Keith_Pilkington
Case Dixon,Alabama,U.S. House Alabama District 6,Republican,True,https://x.com/case_dixon,https://ballotpedia.org/Case_Dixon
Elizabeth Anderson,Alabama,U.S. House Alabama District 6,Democratic,True,https://form.jotform.com/230185538569062,https://ballotpedia.org/Elizabeth_Anderson_(Alabama)
Amanda Pusczek,Alabama,U.S. House Alabama District 4,Democratic,True,https://www.facebook.com/AmandaforAlabama/,https://ballotpedia.org/Amanda_Pusczek
Shomari Figures,Alabama,U.S. House Alabama District 2,Democratic,True,https://www.facebook.com/FiguresForCongress/,https://ballotpedia.org/Shomari_Figures
Joshua McKee,Alabama,U.S. House Alabama District 1,Republican,True,https://www.facebook.com/profile.php?id=61578959412237,https://ballotpedia.org/Joshua_McKee
Jared Hudson,Alabama,U.S. Senate Alabama,Republican,True,https://www.facebook.com/profile.php?id=61576962442678,https://ballotpedia.org/Jared_Hudson
Jarmal Jabbar Sanders,Alabama,U.S. House Alabama District 2,Republican,True,https://docquery.fec.gov/cgi-bin/forms/H6AL02209/1934744/,https://ballotpedia.org/Jarmal_Jabbar_Sanders
Hampton Harris,Alabama,U.S. House Alabama District 2,Republican,True,https://www.facebook.com/profile.php?id=61553600457408,https://ballotpedia.org/Hampton_Harris
Seth Burton,Alabama,U.S. Senate Alabama,Republican,True,https://www.facebook.com/profile.php?id=61587176039286,https://ballotpedia.org/Seth_Burton
Rhett Marques,Alabama,U.S. House Alabama District 1,Republican,True,https://www.facebook.com/RepRhettMarques,https://ballotpedia.org/Rhett_Marques
Steve Marshall,Alabama,U.S. Senate Alabama,Republican,True,https://www.facebook.com/SteveMarshall.gop,https://ballotpedia.org/Steve_Marshall
Dakarai Larriett,Alabama,U.S. Senate Alabama,Democratic,True,https://www.facebook.com/profile.php?id=61574763727908,https://ballotpedia.org/Dakarai_Larriett
Rodney Walker,Alabama,U.S. Senate Alabama,Republican,True,https://www.facebook.com/WalkerForAlabama,https://ballotpedia.org/Rodney_Walker_(Alabama)
Matthew Schultz,Alaska,U.S. House Alaska At-large District,Democratic,True,https://www.facebook.com/MattforAlaska,https://ballotpedia.org/Matthew_Schultz_(Alaska)
Dale Shelton Deas Jr.,Alabama,U.S. Senate Alabama,Republican,True,https://www.facebook.com/profile.php?id=61586621713622,https://ballotpedia.org/Dale_Shelton_Deas_Jr.
Lamont Lavender,Alabama,U.S. Senate Alabama,Democratic,True,https://www.facebook.com/profile.php?id=61581709030010,https://ballotpedia.org/Lamont_Lavender
Mike Rogers,Alabama,U.S. House Alabama District 3,Republican,True,https://www.facebook.com/MikeRogersforCongress,https://ballotpedia.org/Mike_Rogers_(Alabama)
Barry Moore,Alabama,U.S. House Alabama District 1,Republican,True,https://www.facebook.com/BarryMooreforSenate,https://ballotpedia.org/Barry_Moore_(Alabama_U.S._representative)
Greg Howard,Alabama,U.S. Senate Alabama,Democratic,True,https://www.facebook.com/greghowardjr1,https://ballotpedia.org/Greg_Howard_(Alabama)
Morgan Murphy,Alabama,U.S. Senate Alabama,Republican,True,https://x.com/MorganwwMurphy,https://ballotpedia.org/Morgan_Murphy
Everett Wess,Alabama,U.S. Senate Alabama,Democratic,True,https://www.facebook.com/WessForSenate,https://ballotpedia.org/Everett_Wess
John Brendan Williams,Alaska,U.S. House Alaska At-large District,Democratic,True,,https://ballotpedia.org/John_Brendan_Williams
Bill Hill,Alaska,U.S. House Alaska At-large District,Independent,True,,https://ballotpedia.org/Bill_Hill
Kyle Sweetser,Alabama,U.S. Senate Alabama,Democratic,True,https://www.facebook.com/kyleforalabama,https://ballotpedia.org/Kyle_Sweetser
Mark Wheeler II,Alabama,U.S. Senate Alabama,Democratic,True,https://www.instagram.com/markwheelerforsenate,https://ballotpedia.org/Mark_Wheeler_II
Gary Palmer,Alabama,U.S. House Alabama District 6,Republican,True,https://www.facebook.com/PalmerforAlabama,https://ballotpedia.org/Gary_Palmer
Kaitlin Purrington,Arizona,U.S. House Arizona District 1,Republican,True,https://www.youtube.com/@kaitlinpurrington,https://ballotpedia.org/Kaitlin_Purrington
Jay Feely,Arizona,U.S. House Arizona District 1,Republican,True,https://www.facebook.com/profile.php?id=61575814060317,https://ballotpedia.org/Jay_Feely
Tommy Tuberville,Alabama,U.S. Senate Alabama,Republican,True,https://www.facebook.com/CoachForGov,https://ballotpedia.org/Tommy_Tuberville
Nicholas Begich,Alaska,U.S. House Alaska At-large District,Republican,True,https://www.facebook.com/NickforAlaska,https://ballotpedia.org/Nicholas_Begich
Ann Diener,Alaska,U.S. Senate Alaska,Democratic,True,https://www.facebook.com/profile.php?id=61571783987184,https://ballotpedia.org/Ann_Diener
Barry Moore,Alabama,U.S. Senate Alabama,Republican,True,https://www.facebook.com/BarryMooreforSenate,https://ballotpedia.org/Barry_Moore_(Alabama_U.S._representative)
Brandon Sowers,Arizona,U.S. House Arizona District 1,Republican,True,https://www.facebook.com/profile.php?id=61582278436179,https://ballotpedia.org/Brandon_Sowers
Terri Sewell,Alabama,U.S. House Alabama District 7,Democratic,True,https://www.facebook.com/sewell4congress/,https://ballotpedia.org/Terri_Sewell
Gina Swoboda,Arizona,U.S. House Arizona District 1,Republican,True,https://www.axios.com/local/phoenix/2025/10/20/swoboda-trump-endorsement-arizona-congress?utm_source=substack&utm_medium=email,https://ballotpedia.org/Gina_Swoboda
Paul Reevs,Arizona,U.S. House Arizona District 1,Republican,True,https://www.facebook.com/PaulReevs2026#,https://ballotpedia.org/Paul_Reevs
Derrick Gallego,Arizona,U.S. House Arizona District 1,Republican,True,,https://ballotpedia.org/Derrick_Gallego
Joseph Chaplik,Arizona,U.S. House Arizona District 1,Republican,True,https://www.azleg.gov/house-member/?legislature=55&session=128&legislator=2058,https://ballotpedia.org/Joseph_Chaplik
Andres Barraza,Arizona,U.S. House Arizona District 1,Democratic,True,https://docquery.fec.gov/cgi-bin/forms/H6AZ01470/1930509/,https://ballotpedia.org/Andres_Barraza
Aumua Amata Radewagen,Unknown,U.S. House American Samoa At-large District,Republican,True,https://www.facebook.com/amatafriends,https://ballotpedia.org/Aumua_Amata_Radewagen
Jason Duey,Arizona,U.S. House Arizona District 1,Republican,True,https://www.floridabar.org/about/section/profile/?num=1000969,https://ballotpedia.org/Jason_Duey
Robert Aderholt,Alabama,U.S. House Alabama District 4,Republican,True,https://www.facebook.com/RobertAderholtforCongress,https://ballotpedia.org/Robert_Aderholt
Marlene Galán-Woods,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/MarleneForCongress,https://ballotpedia.org/Marlene_Galán-Woods
Daniel Lucio,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/profile.php?id=61578975816750,https://ballotpedia.org/Daniel_Lucio
Rick McCartney,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/mccartneyforcongress,https://ballotpedia.org/Rick_McCartney
Dustin Darden,Alaska,U.S. Senate Alaska,Republican,True,https://docquery.fec.gov/cgi-bin/forms/S6AK00268/1916390/,https://ballotpedia.org/Dustin_Darden
Brian Del Vecchio,Arizona,U.S. House Arizona District 1,Democratic,True,https://x.com/DelVecchio4AZ,https://ballotpedia.org/Brian_Del_Vecchio
John Trobough,Arizona,U.S. House Arizona District 1,Republican,True,https://www.youtube.com/@jtrobough,https://ballotpedia.org/John_Trobough
Angie Montoya,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/profile.php?id=61580922431153,https://ballotpedia.org/Angie_Montoya
Daniel S. Sullivan,Alaska,U.S. Senate Alaska,Republican,True,https://www.facebook.com/DanSullivanforAlaska,https://ballotpedia.org/Daniel_S._Sullivan_(United_States_Senator_from_Alaska)
Mary Peltola,Alaska,U.S. Senate Alaska,Democratic,True,https://www.linkedin.com/in/mary-sattler-peltola-602b2473/,https://ballotpedia.org/Mary_Peltola
Victor Weintraub,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/victor.weintraub.5,https://ballotpedia.org/Victor_Weintraub
Mark Robert Gordon,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/electmrg,https://ballotpedia.org/Mark_Robert_Gordon_(Arizona)
Jonathan Nez,Arizona,U.S. House Arizona District 2,Democratic,True,https://www.facebook.com/NezForAZ/,https://ballotpedia.org/Jonathan_Nez
Amish Shah,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/AmishShahMD,https://ballotpedia.org/Amish_Shah
Jonathan Treble,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/profile.php?id=61578776031729,https://ballotpedia.org/Jonathan_Treble
Christopher Ajluni,Arizona,U.S. House Arizona District 1,Independent,True,https://www.tiktok.com/@christopher.for.congress,https://ballotpedia.org/Christopher_Ajluni
Kirt Burgess,Arizona,U.S. House Arizona District 3,Republican,True,,https://ballotpedia.org/Kirt_Burgess
David Redkey,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/mrdavidredkey/,https://ballotpedia.org/David_Redkey
Andromeda Crum,Arizona,U.S. House Arizona District 4,Independent,True,,https://ballotpedia.org/Andromeda_Crum
Sandy Cano-Bravo,Arizona,U.S. House Arizona District 3,Democratic,True,https://www.linkedin.com/in/sandy-cano-bravo-5971b954/,https://ballotpedia.org/Sandy_Cano-Bravo
Yassamin Ansari,Arizona,U.S. House Arizona District 3,Democratic,True,https://www.facebook.com/yassaminansari/,https://ballotpedia.org/Yassamin_Ansari
Eric Descheenie,Arizona,U.S. House Arizona District 2,Democratic,True,https://www.facebook.com/profile.php?id=61576600874443,https://ballotpedia.org/Eric_Descheenie
Zuhdi Jasser,Arizona,U.S. House Arizona District 4,Republican,True,https://www.facebook.com/DrZ4AZ/,https://ballotpedia.org/Zuhdi_Jasser
Richard Grayson,Alaska,U.S. Senate Alaska,Green,True,https://richardgrayson.com/,https://ballotpedia.org/Richard_Grayson
Bradley Honer,Arizona,U.S. House Arizona District 4,Republican,True,https://www.youtube.com/@bradleyhoner,https://ballotpedia.org/Bradley_Honer
Jerone Davison,Arizona,U.S. House Arizona District 4,Republican,True,https://www.facebook.com/jeroneforcongress48/,https://ballotpedia.org/Jerone_Davison
Daniel Keenan,Arizona,U.S. House Arizona District 5,Republican,True,https://www.facebook.com/DanielKeenanforCongress/,https://ballotpedia.org/Daniel_Keenan
Elizabeth Reye,Arizona,U.S. House Arizona District 4,Republican,True,https://www.facebook.com/reyeforarizona,https://ballotpedia.org/Elizabeth_Reye_(Arizona)
Mark Lamb,Arizona,U.S. House Arizona District 5,Republican,True,https://www.facebook.com/americansheriff,https://ballotpedia.org/Mark_Lamb
Alex Stovall,Arizona,U.S. House Arizona District 4,Republican,True,https://docquery.fec.gov/cgi-bin/forms/H6AZ05174/1927392/,https://ballotpedia.org/Alex_Stovall
Mike Gross,Arizona,U.S. House Arizona District 5,Republican,True,https://gross4az.substack.com/,https://ballotpedia.org/Mike_Gross
Blake Bracht,Arizona,U.S. House Arizona District 5,Democratic,True,https://x.com/BrachtforAZ5,https://ballotpedia.org/Blake_Bracht
Elizabeth Lee,Arizona,U.S. House Arizona District 5,Democratic,True,https://www.facebook.com/NurseLee4AZ/,https://ballotpedia.org/Elizabeth_Lee_(Arizona)
Brian Hualde,Arizona,U.S. House Arizona District 5,Democratic,True,https://x.com/hualde4congress,https://ballotpedia.org/Brian_Hualde
Travis Grantham,Arizona,U.S. House Arizona District 5,Republican,True,https://www.facebook.com/granthamforaz/,https://ballotpedia.org/Travis_Grantham
Greg Stanton,Arizona,U.S. House Arizona District 4,Democratic,True,https://www.facebook.com/stantonforarizona,https://ballotpedia.org/Greg_Stanton
Trevor Dickerson,Arizona,U.S. House Arizona District 6,Independent,True,https://www.youtube.com/@TrevorDforMe,https://ballotpedia.org/Trevor_Dickerson
Chris Donat,Arizona,U.S. House Arizona District 6,Democratic,True,https://x.com/ChrisDonatAZ6,https://ballotpedia.org/Chris_Donat
Brandon Donnelly,Arizona,U.S. House Arizona District 1,Democratic,True,https://www.facebook.com/bjdonnelly/,https://ballotpedia.org/Brandon_Donnelly
Evan Olson,Arizona,U.S. House Arizona District 5,Democratic,True,https://www.facebook.com/Evanolsonforcongress,https://ballotpedia.org/Evan_Olson
Carter Weeks,Arizona,U.S. House Arizona District 6,Democratic,True,,https://ballotpedia.org/Carter_Weeks
Johnathan Buma,Arizona,U.S. House Arizona District 6,Democratic,True,https://www.facebook.com/johnathan.buma,https://ballotpedia.org/Johnathan_Buma
JoAnna Mendoza,Arizona,U.S. House Arizona District 6,Democratic,True,https://www.facebook.com/Mendoza4AZ,https://ballotpedia.org/JoAnna_Mendoza
Alex Stovall,Arizona,U.S. House Arizona District 5,Republican,True,https://docquery.fec.gov/cgi-bin/forms/H6AZ05174/1927392/,https://ballotpedia.org/Alex_Stovall
Samantha Severson,Arizona,U.S. House Arizona District 6,Democratic,True,https://www.facebook.com/profile.php?id=61575319695361,https://ballotpedia.org/Samantha_Severson
Iman Bah,Arizona,U.S. House Arizona District 6,Democratic,True,https://docquery.fec.gov/cgi-bin/forms/H0AZ02216/1934923/,https://ballotpedia.org/Iman_Bah
Chris James,Arizona,U.S. House Arizona District 5,Democratic,True,https://www.facebook.com/profile.php?id=61578307538530,https://ballotpedia.org/Chris_James_(Arizona)
Mo Goldman,Arizona,U.S. House Arizona District 6,Democratic,True,https://www.facebook.com/MoGoldman4Congress/,https://ballotpedia.org/Mo_Goldman
Amanda Rose,Arizona,U.S. House Arizona District 8,Republican,True,,https://ballotpedia.org/Amanda_Rose_(Arizona)
David Schweikert,Arizona,U.S. House Arizona District 1,Republican,True,#cite_note-18,https://ballotpedia.org/David_Schweikert
Maria Flores,Arizona,U.S. House Arizona District 8,Democratic,True,https://maria4congress.com/,https://ballotpedia.org/Maria_Flores_(Arizona)
Eli Crane,Arizona,U.S. House Arizona District 2,Republican,True,https://www.facebook.com/EliCraneAZ/,https://ballotpedia.org/Eli_Crane
Raymond Keeler,Arizona,U.S. House Arizona District 8,Democratic,True,https://keeler4az.com/,https://ballotpedia.org/Raymond_Keeler
Jillian Barfield,Arizona,U.S. House Arizona District 8,Democratic,True,https://www.facebook.com/profile.php?id=61577594041472,https://ballotpedia.org/Jillian_Barfield
Abraham Hamadeh,Arizona,U.S. House Arizona District 8,Republican,True,https://www.facebook.com/abeforaz,https://ballotpedia.org/Abraham_Hamadeh
Juan Ciscomani,Arizona,U.S. House Arizona District 6,Republican,True,https://www.facebook.com/juanciscomani/,https://ballotpedia.org/Juan_Ciscomani
Justin Poff,Arizona,U.S. House Arizona District 5,Democratic,True,https://www.instagram.com/justinpoffaz5/,https://ballotpedia.org/Justin_Poff
Jessie Martines,Arizona,U.S. House Arizona District 8,Democratic,True,https://docquery.fec.gov/cgi-bin/forms/H6AZ08244/1919250/,https://ballotpedia.org/Jessie_Martines
Keith Lara,Arizona,U.S. House Arizona District 9,Democratic,True,,https://ballotpedia.org/Keith_Lara
Daniel Butierez,Arizona,U.S. House Arizona District 7,Republican,True,https://www.facebook.com/profile.php?id=61556219533310,https://ballotpedia.org/Daniel_Butierez
Bernadette Greene Placentia,Arizona,U.S. House Arizona District 8,Democratic,True,https://www.facebook.com/bernadetteforcongress/,https://ballotpedia.org/Bernadette_Greene_Placentia
Samuel Goodman Baker,Arkansas,U.S. House Arkansas District 1,Democratic,True,https://form.jotform.com/230185538569062,https://ballotpedia.org/Samuel_Goodman_Baker
Danielle Sterbinsky,Arizona,U.S. House Arizona District 9,Democratic,True,https://www.sterbinskyforcongress.com,https://ballotpedia.org/Danielle_Sterbinsky
Teresa Volesky,Arizona,U.S. House Arizona District 9,Republican,True,https://teresavolesky.fans/bio,https://ballotpedia.org/Teresa_Volesky
Terri Yarbrough Green,Arkansas,U.S. House Arkansas District 1,Democratic,True,https://www.facebook.com/profile.php?id=61585254656309,https://ballotpedia.org/Terri_Yarbrough_Green
Camelia Ward,Arizona,U.S. House Arizona District 9,Democratic,True,https://docquery.fec.gov/cgi-bin/forms/H6AZ09101/1923599/,https://ballotpedia.org/Camelia_Ward
Richard Grayson,Arizona,U.S. House Arizona District 5,Green,True,https://richardgrayson.com/,https://ballotpedia.org/Richard_Grayson
Zack Huffman,Arkansas,U.S. House Arkansas District 2,Democratic,True,https://www.facebook.com/profile.php?id=61579901583479,https://ballotpedia.org/Zack_Huffman
Gary Swing,Arizona,U.S. House Arizona District 6,Green,True,https://jeffhurdforcolorado.com/issues/,https://ballotpedia.org/Gary_Swing
Chase McDowell,Arkansas,U.S. House Arkansas District 2,Republican,True,https://www.facebook.com/McDowellforArkansas/,https://ballotpedia.org/Chase_McDowell
Christopher Hocevar,Arkansas,U.S. House Arkansas District 3,Independent,True,https://www.facebook.com/chocevar4congress/,https://ballotpedia.org/Christopher_Hocevar
Diana Lawrence,Arkansas,U.S. House Arkansas District 3,Democratic,True,https://www.facebook.com/DianaLawrenceCongress,https://ballotpedia.org/Diana_Lawrence
Steven O'Donnell,Arkansas,U.S. House Arkansas District 4,Democratic,True,https://www.steveo4congress.com/,https://ballotpedia.org/Steven_O'Donnell_(Arkansas)
Andy Biggs,Arizona,U.S. House Arizona District 5,Republican,True,https://www.facebook.com/biggsforarizona,https://ballotpedia.org/Andy_Biggs
Robb Ryerse,Arkansas,U.S. House Arkansas District 3,Democratic,True,https://www.facebook.com/robbforarkansas/,https://ballotpedia.org/Robb_Ryerse
Micah Ashby,Arkansas,U.S. Senate Arkansas,Republican,True,https://www.facebook.com/profile.php?id=61581167725197,https://ballotpedia.org/Micah_Ashby
James Russell,Arkansas,U.S. House Arkansas District 4,Democratic,True,https://www.facebook.com/JamesRussell3rd,https://ballotpedia.org/James_Russell_(Arkansas)
Ethan Dunbar,Arkansas,U.S. Senate Arkansas,Democratic,True,https://www.facebook.com/profile.php?id=61579951440881,https://ballotpedia.org/Ethan_Dunbar
Hallie Shoffner,Arkansas,U.S. Senate Arkansas,Democratic,True,https://www.facebook.com/farmherhallie,https://ballotpedia.org/Hallie_Shoffner
James Russell,Arkansas,U.S. Senate Arkansas,Democratic,True,https://www.facebook.com/JamesRussell3rd,https://ballotpedia.org/James_Russell_(Arkansas)
Chris Jones,Arkansas,U.S. House Arkansas District 2,Democratic,True,https://www.facebook.com/jonesforar,https://ballotpedia.org/Chris_Jones_(Arkansas)
Angelita Valles,California,U.S. House California District 1,Republican,True,https://www.facebook.com/AngelaValles123/,https://ballotpedia.org/Angelita_Valles
Paul Gosar,Arizona,U.S. House Arizona District 9,Republican,True,https://www.facebook.com/DrPaulGosar,https://ballotpedia.org/Paul_Gosar
Audrey Denney,California,U.S. House California District 1,Democratic,True,https://www.facebook.com/audreyforcongress/,https://ballotpedia.org/Audrey_Denney
Jeb Little,Arkansas,U.S. Senate Arkansas,Republican,True,https://www.facebook.com/profile.php?id=61583979325342,https://ballotpedia.org/Jeb_Little
Dan Whitfield,Arkansas,U.S. Senate Arkansas,Democratic,True,https://www.tiktok.com/@danwhitcongress,https://ballotpedia.org/Dan_Whitfield
Adelita Grijalva,Arizona,U.S. House Arizona District 7,Democratic,True,https://www.facebook.com/profile.php?id=61574766515847,https://ballotpedia.org/Adelita_Grijalva
James Salegui,California,U.S. House California District 1,Democratic,True,https://www.instagram.com/jim.4.ca,https://ballotpedia.org/James_Salegui
Kyle Wilson,California,U.S. House California District 1,Democratic,True,https://www.facebook.com/profile.php?id=61578053600610,https://ballotpedia.org/Kyle_Wilson_(California)
Paul Saulsbury,California,U.S. House California District 2,Republican,True,https://www.paulsaulsbury.com/,https://ballotpedia.org/Paul_Saulsbury
Colby Smart,California,U.S. House California District 2,No party preference,True,https://www.instagram.com/colbyjsmart/,https://ballotpedia.org/Colby_Smart
Tyler Vandenberg,California,U.S. House California District 3,Democratic,False,,https://ballotpedia.org/Tyler_Vandenberg
Chris Bennett,California,U.S. House California District 3,Democratic,False,,https://ballotpedia.org/Chris_Bennett_(California)
Casey Stewart,California,U.S. House California District 1,Democratic,True,,https://ballotpedia.org/Casey_Stewart_(California)
Mike Thompson,California,U.S. House California District 4,Democratic,False,,https://ballotpedia.org/Mike_Thompson_(California)
Sharon Brown,California,U.S. House California District 4,Republican,False,,https://ballotpedia.org/Sharon_Brown_(California)
Kevin Kiley,California,U.S. House California District 3,Republican,False,,https://ballotpedia.org/Kevin_Kiley
Mike McGuire,California,U.S. House California District 1,Democratic,True,https://x.com/ilike_mike,https://ballotpedia.org/Mike_McGuire
Gregory Burgess,California,U.S. House California District 2,No Party Affiliation,True,https://www.linkedin.com/in/gregorywburgess/,https://ballotpedia.org/Gregory_Burgess
Kevin Eisele,California,U.S. House California District 2,Democratic,True,https://www.instagram.com/kevinforuscongress/,https://ballotpedia.org/Kevin_Eisele
Rick Crawford,Arkansas,U.S. House Arkansas District 1,Republican,True,https://x.com/Crawford4Cong,https://ballotpedia.org/Rick_Crawford_(Arkansas)
Laurie MacKenzie,California,U.S. House California District 4,Republican,False,,https://ballotpedia.org/Laurie_MacKenzie
Bruce Westerman,Arkansas,U.S. House Arkansas District 4,Republican,True,https://www.facebook.com/WestermanAR/,https://ballotpedia.org/Bruce_Westerman
French Hill,Arkansas,U.S. House Arkansas District 2,Republican,True,https://www.facebook.com/electfrench/,https://ballotpedia.org/French_Hill
Rose Penelope Yee,California,U.S. House California District 2,Democratic,True,https://www.facebook.com/rose4congress,https://ballotpedia.org/Rose_Penelope_Yee
Mandy Ghusar,California,U.S. House California District 4,Republican,False,,https://ballotpedia.org/Mandy_Ghusar
Eric Jones,California,U.S. House California District 4,Democratic,False,,https://ballotpedia.org/Eric_Jones_(California)
Steve Womack,Arkansas,U.S. House Arkansas District 3,Republican,True,https://www.facebook.com/womackforcongress/,https://ballotpedia.org/Steve_Womack
Paul Danbom,California,U.S. House California District 5,Democratic,False,,https://ballotpedia.org/Paul_Danbom
Michael Masuda,California,U.S. House California District 5,Democratic,False,,https://ballotpedia.org/Michael_Masuda
Lyndon Cervantes,California,U.S. House California District 3,Democratic,True,https://www.facebook.com/PaceyCervantes916/,https://ballotpedia.org/Lyndon_Cervantes
Trevor Merrell,California,U.S. House California District 4,Democratic,False,,https://ballotpedia.org/Trevor_Merrell
Raymond Riehle,California,U.S. House California District 6,Republican,False,,https://ballotpedia.org/Raymond_Riehle
Jason Weland,California,U.S. House California District 5,Republican,False,,https://ballotpedia.org/Jason_Weland
John Wesley Tyler,California,U.S. House California District 4,Independent,False,,https://ballotpedia.org/John_Tyler_(California)
Mike Barkley,California,U.S. House California District 5,Democratic,False,,https://ballotpedia.org/Mike_Barkley
Heath Fulkerson,California,U.S. House California District 4,Republican,False,,https://ballotpedia.org/Heath_Fulkerson
Kate Sills,California,U.S. House California District 5,Democratic,False,,https://ballotpedia.org/Kate_Sills
Heidi Hall,California,U.S. House California District 3,Democratic,True,https://www.facebook.com/Heidi4Congress,https://ballotpedia.org/Heidi_Hall_(California_congressional_candidate)
Angelina Sigala,California,U.S. House California District 5,Democratic,False,,https://ballotpedia.org/Angelina_Sigala
Tom McClintock,California,U.S. House California District 5,Republican,False,,https://ballotpedia.org/Tom_McClintock
Tyler Vandenberg,California,U.S. House California District 6,Democratic,False,,https://ballotpedia.org/Tyler_Vandenberg
Christine Bish,California,U.S. House California District 6,Republican,False,,https://ballotpedia.org/Christine_Bish
Michael Stansfield,California,U.S. House California District 6,Republican,False,,https://ballotpedia.org/Michael_Stansfield_(California)
Erica Lee,California,U.S. House California District 7,Democratic,False,,https://ballotpedia.org/Erica_Lee
Kindra Pring,California,U.S. House California District 6,Democratic,False,,https://ballotpedia.org/Kindra_Pring
Thien Ho,California,U.S. House California District 6,Democratic,False,,https://ballotpedia.org/Thien_Ho
Rudy Recile,California,U.S. House California District 8,Republican,False,,https://ballotpedia.org/Rudy_Recile
Harinder Lamba,California,U.S. House California District 8,Democratic,False,,https://ballotpedia.org/Harinder_Lamba
Richard Pan,California,U.S. House California District 6,Democratic,False,,https://ballotpedia.org/Richard_Pan
Enayat Nazhat,California,U.S. House California District 7,Democratic,False,,https://ballotpedia.org/Enayat_Nazhat
John McBride,California,U.S. House California District 9,Republican,False,,https://ballotpedia.org/John_McBride_(California)
Kathryn Ming,California,U.S. House California District 7,Republican,False,,https://ballotpedia.org/Kathryn_Ming
Doris Matsui,California,U.S. House California District 7,Democratic,False,,https://ballotpedia.org/Doris_Matsui
Lauren Babb Tomlinson,California,U.S. House California District 6,Democratic,False,,https://ballotpedia.org/Lauren_Babb_Tomlinson
Nicolas Carjuzaa,California,U.S. House California District 8,Democratic,False,,https://ballotpedia.org/Nicolas_Carjuzaa
Mai Vang,California,U.S. House California District 7,Democratic,False,,https://ballotpedia.org/Mai_Vang_(California)
Aaron Rowden,California,U.S. House California District 8,Democratic,False,,https://ballotpedia.org/Aaron_Rowden_(California)
Mitchell Maisler,California,U.S. House California District 10,Democratic,False,,https://ballotpedia.org/Mitchell_Maisler
